age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
adult,Self-emp-inc,p50,Assoc-acdm,average,Never-married,Prof-specialty,Other-relative,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Widowed,Sales,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,HS-grad,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,12th,elementary,Never-married,Sales,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged,State-gov,p25,Assoc-acdm,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p50,Masters,average,Married-civ-spouse,Adm-clerical,Wife,White,Female,nonzero,zero,normal,United-States,>50K
middle_aged,Self-emp-not-inc,p100,Masters,average,Never-married,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
old,Private,p75,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,England,>50K
adult,Private,p100,Some-college,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,State-gov,p25,Masters,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,State-gov,p100,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,nonzero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Prof-specialty,Not-in-family,Other,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Local-gov,p25,Masters,average,Married-civ-spouse,Prof-specialty,Wife,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
adult,Private,p25,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,normal,Germany,<=50K
adult,Private,p50,Some-college,average,Married-spouse-absent,Sales,Unmarried,Other,Female,zero,zero,normal,Ecuador,<=50K
adult,Private,p25,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Never-married,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,Some-college,average,Divorced,Craft-repair,Not-in-family,White,Male,nonzero,zero,normal,United-States,<=50K
adult,Local-gov,p75,HS-grad,average,Never-married,Protective-serv,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,zero,zero,normal,South,>50K
middle_aged2,Local-gov,p25,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,high,United-States,<=50K
old,Private,p100,Some-college,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,State-gov,p75,Masters,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p100,1st-4th,elementary,Never-married,Craft-repair,Not-in-family,White,Male,zero,zero,normal,Guatemala,<=50K
teenager,Private,p25,Some-college,average,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,zero,zero,normal,Poland,<=50K
teenager,Local-gov,p100,11th,elementary,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
adult,State-gov,p75,Doctorate,high_education,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,very_high,England,<=50K
adult,Private,p100,10th,elementary,Separated,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p25,Assoc-acdm,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p100,Some-college,average,Married-spouse-absent,Craft-repair,Unmarried,White,Female,nonzero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,nonzero,high,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,zero,zero,low,India,<=50K
middle_aged,Private,p25,HS-grad,average,Divorced,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-inc,p75,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p75,Bachelors,average,Separated,Prof-specialty,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Self-emp-inc,p50,Bachelors,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,high,United-States,<=50K
teenager,Private,p25,10th,elementary,Never-married,Sales,Other-relative,Black,Female,zero,zero,low,United-States,<=50K
old,Private,p100,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Self-emp-not-inc,p75,HS-grad,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p50,Bachelors,average,Divorced,Adm-clerical,Not-in-family,White,Male,zero,nonzero,normal,United-States,<=50K
middle_aged,Private,p100,Some-college,average,Divorced,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,11th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,HS-grad,average,Widowed,Craft-repair,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p50,11th,elementary,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,Yugoslavia,<=50K
middle_aged,Local-gov,p100,Assoc-acdm,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Self-emp-inc,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p50,Masters,average,Divorced,Exec-managerial,Not-in-family,White,Female,zero,zero,high,United-States,>50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,nonzero,zero,normal,United-States,<=50K
teenager,Private,p100,HS-grad,average,Never-married,Machine-op-inspct,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Bachelors,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p50,Assoc-voc,average,Divorced,Sales,Own-child,White,Female,nonzero,zero,normal,United-States,<=50K
teenager,Private,p75,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged2,Private,p25,Assoc-acdm,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged2,Private,p50,Some-college,average,Never-married,Sales,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Married-civ-spouse,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
last_years,Private,p75,Masters,average,Widowed,Prof-specialty,Unmarried,White,Male,zero,zero,high,?,<=50K
young,Private,p100,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,>50K
middle_aged,Private,p25,Assoc-voc,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,high,United-States,>50K
young,Private,p100,Some-college,average,Widowed,Adm-clerical,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p100,12th,elementary,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,State-gov,p75,11th,elementary,Separated,Tech-support,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Separated,Other-service,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
old,State-gov,p75,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
teenager,Private,p50,12th,elementary,Never-married,Prof-specialty,Own-child,White,Male,zero,zero,low,United-States,<=50K
young,Private,p25,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p50,Assoc-acdm,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,Bachelors,average,Married-civ-spouse,Exec-managerial,Wife,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p50,HS-grad,average,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p75,7th-8th,elementary,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,zero,nonzero,low,Guatemala,<=50K
adult,Private,p50,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,Japan,<=50K
young,Private,p100,Some-college,average,Divorced,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p75,HS-grad,average,Separated,Farming-fishing,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p25,Some-college,average,Married-civ-spouse,Sales,Wife,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p50,Prof-school,high_education,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,low,Mexico,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Federal-gov,p25,Some-college,average,Divorced,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p25,7th-8th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,high,United-States,<=50K
old,Private,p50,Some-college,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,nonzero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p100,HS-grad,average,Never-married,Craft-repair,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
teenager,Self-emp-not-inc,p75,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p100,Masters,average,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,zero,zero,normal,Philippines,<=50K
middle_aged2,Private,p75,HS-grad,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Federal-gov,p50,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Federal-gov,p25,Some-college,average,Divorced,Machine-op-inspct,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p75,Some-college,average,Never-married,Sales,Own-child,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,5th-6th,elementary,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,zero,zero,normal,Mexico,<=50K
young,Private,p100,Bachelors,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,nonzero,normal,United-States,>50K
young,Self-emp-inc,p50,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,very_high,United-States,>50K
middle_aged2,Private,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Federal-gov,p75,Bachelors,average,Widowed,Adm-clerical,Not-in-family,White,Male,zero,zero,normal,United-States,>50K
teenager,Private,p25,10th,elementary,Never-married,Other-service,Own-child,White,Male,zero,zero,low,United-States,<=50K
middle_aged,Private,p100,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,nonzero,normal,United-States,>50K
middle_aged2,Private,p75,HS-grad,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
old,State-gov,p75,12th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Never-married,Machine-op-inspct,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p25,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p75,Assoc-voc,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p50,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p25,Some-college,average,Never-married,Farming-fishing,Unmarried,White,Male,zero,zero,high,United-States,<=50K
middle_aged2,Private,p25,11th,elementary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Assoc-acdm,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,HS-grad,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,Mexico,>50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,high,United-States,<=50K
young,Private,p75,HS-grad,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,Ireland,<=50K
adult,State-gov,p75,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
middle_aged2,Private,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Self-emp-inc,p75,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p50,11th,elementary,Divorced,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,high,United-States,>50K
